,perimiter,area,red,green,blue,fruit
17,566.9188272953033,13218.5,104.08843281240193,93.81994605618051,61.97908445146014,pear
18,802.4579310417175,17066.5,106.28343412312879,96.76004086241196,56.77362721505141,pear
19,752.2985501289368,18815.0,107.72879547141797,96.95804370655598,56.627426266700276,pear
20,524.3330405950546,14859.0,159.47549357208447,140.77612388211992,82.83937699200193,pear
21,525.1614691019058,15072.0,152.98112888688598,133.5254117230388,77.45455081001472,pear
22,518.1909054517746,14797.0,156.612250761363,137.48705599036725,79.8696042090159,pear
23,528.6761864423752,15359.0,153.81003544528136,133.72549248164123,75.30805631828007,pear
24,500.6345567703247,13551.5,156.18514046015,135.94689325544343,77.78673930374701,pear
25,476.77669167518616,12438.5,153.44102633907303,133.49625828522557,77.94012665515257,pear
26,714.4995608329773,22335.0,151.73410512906972,134.45126951584925,77.65817493493178,pear
27,614.7594462633133,21010.0,184.5419104920465,161.7105137860884,74.59917538570669,pear
28,646.1147848367691,17753.5,155.95280391780295,136.10979108985654,75.38293550025394,pear
29,595.3452328443527,17069.5,152.60898585375574,133.98072402444757,75.56184265881363,pear
30,583.2030975818634,17106.5,155.39868361553533,135.9413988657845,78.27517237749355,pear
31,582.9604572057724,17308.0,156.33955798361063,137.6080224462226,82.82388748950461,pear
32,563.060963511467,15236.5,147.44810825738747,128.06100395073204,73.66246075125015,pear
33,650.114785194397,16730.5,150.2509348357182,131.7379349924349,77.44968059482669,pear
34,686.215290427208,23633.0,155.80359316781644,135.8393528103673,77.61724257482953,pear
35,720.7422022819519,22756.5,155.14405385190724,135.3283119532384,71.0626592949849,pear
36,666.4579306840897,22852.5,182.77711905744624,157.9164543066609,69.31739702539974,pear
37,692.6000654697418,21614.5,149.6153786407767,128.80581609666189,67.23673922883832,pear
38,725.185853600502,22083.0,179.27057135304557,154.41015220336283,62.65697268432943,pear
39,618.7594465017319,21347.0,151.3000988386459,131.13171239110648,69.90392029456358,pear
0,705.0437173843384,12290.0,79.91129950651651,27.919554618526814,26.46825763069418,apple
1,557.060962677002,14229.5,58.75527740525505,22.081916217337206,21.783401756482878,apple
2,741.4284937381744,13037.5,45.96305605892325,14.572375,17.048449002705592,apple
3,681.8721445798874,13621.0,60.32113078241005,19.0101752062135,20.074148540790837,apple
4,745.0264722108841,12638.5,71.74421168687982,21.813396516393443,24.32367702179023,apple
5,560.9604568481445,11865.0,64.95588053042508,19.922209181011997,22.608656505241495,apple
6,735.2274832725525,10762.5,53.76853602184415,17.97525559342125,21.62242512783053,apple
7,689.2274831533432,11505.5,57.714668130963005,18.670078569883948,21.69541798333812,apple
8,512.9604570865631,9964.0,67.32937068750519,20.802731673582297,23.44512829403606,apple
9,641.5878739356995,13674.0,52.66712022548353,20.635221724979658,20.63101198604157,apple
10,592.8599520921707,14204.5,64.62917835302773,22.42261790182868,23.42228612508986,apple
11,521.6883796453476,12463.5,65.63927855711422,23.45841565228475,24.45073482428115,apple
12,501.8477600812912,11404.0,63.15438511717806,22.87145040112059,22.770625160133232,apple
13,713.0853472948074,12542.5,57.78463015177875,21.31388765188625,21.445969125214408,apple
14,585.3452332019806,13363.5,50.21923390383048,15.934694676409185,18.16566563263151,apple
15,691.7716389894485,10981.5,50.886290276912625,17.59344262295082,18.182153699624976,apple
16,693.1858531236649,13363.0,65.8224,19.034165571616295,20.298103468971313,apple
17,520.2325359582901,12409.5,72.96527254458678,26.224869300509564,24.53036783575706,apple
18,498.4335459470749,12700.5,68.12350890071573,24.289715452341458,24.172096,apple
19,542.6173119544983,12367.0,64.27487913605826,19.78316916771336,21.33904900085735,apple
20,591.5462437868118,11852.5,71.21585605086923,22.465458903143944,23.93149722475936,apple
21,509.2619730234146,11632.5,65.20383777324805,19.25358602749907,20.562388987566607,apple
22,723.528998374939,15823.0,89.92168418817033,32.59366451471715,30.44830051699483,apple
23,594.031525015831,16879.5,81.23109157808668,27.49073975518893,27.404107038357186,apple
24,591.3036035299301,13079.0,73.71820962606904,23.934104726416944,25.51313025210084,apple
25,530.4335460662842,13238.5,76.78443824559321,21.89390213916892,23.83206440339491,apple
26,536.8183224201202,13264.0,90.15792070049947,31.475706573515403,26.219822109275732,apple
27,640.3157950639725,13417.5,84.7767261254702,32.55221718316957,27.088134081060414,apple
28,629.8305147886276,11951.5,68.89436705027256,24.703572557698386,23.386336193199874,apple
29,568.3746711015701,11782.5,67.8681607106804,20.15497198879552,21.72043847241867,apple
30,514.433546423912,12973.5,84.2879269003953,27.423857526881722,24.545053602931198,apple
31,454.3919161558151,9765.0,44.97609618104668,18.225717656311442,17.306939245608984,apple
32,634.6589416265488,12867.5,62.35133158632458,18.5871127790853,18.712333101309877,apple
33,622.8010766506195,9188.5,38.470353238015136,17.241027913159062,17.918833553694725,apple
34,686.4995609521866,9449.0,50.5299008168028,18.94875956410851,20.391117366486824,apple
35,656.6000654697418,9603.5,49.80533031617323,19.259560672224428,18.111234850966262,apple
36,544.4751759767532,13267.0,70.31237583265163,21.45279336423518,23.037430542834464,apple
37,655.002086520195,12476.5,72.06496450516018,23.187101170931168,24.86484115546087,apple
38,542.8183214664459,12760.0,72.96754288535111,23.46386316872428,24.46784,apple
39,657.629504442215,12536.5,71.34702515798259,22.534427667439385,23.17340278649429,apple
0,658.3818111419678,12810.0,142.58315193730954,65.65418662022928,12.948145372798802,tomato
1,544.6000679731369,15204.5,167.59924154775678,82.4159274971076,18.838787641256776,tomato
2,495.48736798763275,15276.5,141.27144742630884,65.90440575702344,12.504982969597577,tomato
3,611.9554054737091,12442.0,151.35448657302962,76.40673895640784,18.189369262659167,tomato
4,760.8498464822769,15675.5,158.14166269778272,91.24003810128592,20.820989971577198,tomato
5,456.7594462633133,10040.0,136.30989748707248,55.17517917082464,23.652310827081596,tomato
6,1035.785920739174,16728.5,148.46474207288216,62.75210349179638,20.851912389669828,tomato
7,661.3107426166534,12519.5,187.42664493183165,104.90880106769481,37.91573926868045,tomato
8,606.9848419427872,10528.0,135.4039055328382,59.020111825085536,14.882959979864083,tomato
9,962.330077290535,13461.5,125.01088975722247,57.885593491768624,24.736548190000658,tomato
10,689.4112486839294,9963.0,139.84422714016125,71.95136387030365,28.26313519109654,tomato
11,820.9087226390839,23253.5,137.38409034499875,62.22499379498635,20.7226445038423,tomato
12,701.3523730039597,12424.0,131.03361529974256,52.20367782272894,14.737876701851002,tomato
13,451.4457391500473,6262.0,138.91448439118213,65.96389998520492,23.161290322580644,tomato
14,509.8305153846741,12902.5,142.27161388506414,70.1702297267918,29.832958910065948,tomato
15,607.9554061889648,18800.0,152.86978126370147,80.09908900472549,27.26355076352637,tomato
16,625.1269783973694,9362.0,129.4417994376757,69.3445496297685,19.91993185689949,tomato
17,673.1097334623337,9779.5,112.2184336707512,45.20413780855976,12.570666192297429,tomato
18,1052.2295705080032,16825.0,143.86565721649484,81.44340635738831,18.940040263344034,tomato
19,403.40410900115967,9098.5,156.18856958346788,84.19405876654827,21.274322860238353,tomato
20,614.641695857048,15949.0,162.04164916281582,81.83988477465043,21.786914289205203,tomato
21,517.0437163114548,17509.0,150.9217681492423,63.49264182942174,19.68221239446327,tomato
22,658.5828201770782,21451.0,162.4954712248595,85.30777091365135,15.91157200094273,tomato
23,894.2468156814575,15634.5,118.36382252559727,56.89887109477553,28.29076258689699,tomato
24,641.7543950080872,17413.0,120.71998039536024,49.40804879377008,28.601187234506046,tomato
25,697.3107442855835,15635.5,115.97843697879438,62.53705027400524,25.777281125216042,tomato
26,517.2863574028015,16131.5,121.97799927069406,64.87291843928529,27.37898127887187,tomato
27,722.4234404563904,12692.5,132.1398565194882,84.69558464610606,12.691031212959304,tomato
28,603.8132685422897,17853.0,152.3828602920915,103.57569578396253,15.616228929831438,tomato
29,615.3696191310883,16652.5,107.28605305244582,57.784922516958034,20.64640212225047,tomato
30,1475.5819445848465,8696.0,147.08397713226205,102.0853366313674,22.532392327180602,tomato
31,710.1808007955551,20325.0,107.20067047547099,66.0433920392842,17.174467882481785,tomato
32,788.1635559797287,18169.5,134.24887437534016,79.06739571478055,13.740050585866928,tomato
33,823.8204097747803,16029.5,132.7310597644968,91.33888796311726,15.769830689241434,tomato
34,663.2102377414703,14109.0,138.76081441922562,104.32690253671562,13.690400919672367,tomato
35,596.4995629787445,22696.0,165.09830688768727,104.51285347043702,23.28098022834865,tomato
36,719.9797899723053,16533.0,110.37381203801479,77.86671359849818,14.598675740297958,tomato
37,550.9848427772522,9426.0,128.1466320745652,85.32132218698952,19.94681581787852,tomato
38,605.310743689537,11099.5,131.08150668671362,83.82005222758566,16.397961679576028,tomato
39,521.8721443414688,16724.0,113.89386218876665,66.19374638100753,23.53235311278371,tomato
40,469.4873695373535,6763.5,129.85436353529738,84.87076153418566,16.419019525214214,tomato
41,503.14422380924225,8938.5,109.54499790707409,68.18197990791126,22.689071210686862,tomato
